n,belief,color,pos,entropy,split_score_color,split_score_pos,entropy_dec_color,entropy_dec_pos
3,"[0.69, 0.22, 0.09]",110,011,1.1626061083677746,0.9182958340544896,0.9182958340544896,1.1626061083677746,1.1626061083677746
4,"[0.73, 0.04, 0.13, 0.1]",1100,1111,1.232034288945234,1.0,0.0,1.232034288945234,0
4,"[0.13, 0.08, 0.48, 0.31]",0001,0010,1.7062161698502964,0.8112781244591328,0.8112781244591328,1.7062161698502964,1.7062161698502964
2,"[0.89, 0.11]",10,00,0.499915958164528,1.0,0.0,0.499915958164528,0
5,"[0.14, 0.28, 0.38, 0.16, 0.04]",11001,00000,2.0505546674019683,0.9709505944546686,0.0,2.0505546674019683,0
3,"[0.12, 0.38, 0.5]",111,111,1.397520139692261,0.0,0.0,0,0
6,"[0.05, 0.15, 0.09, 0.23, 0.15, 0.33]",100000,101110,2.36533004693659,0.6500224216483541,0.9182958340544896,2.36533004693659,2.36533004693659
6,"[0.02, 0.32, 0.51, 0.15, 0.0, 0.0]",001010,011111,1.544885676027984,0.9182958340544896,0.6500224216483541,1.544885676027984,1.544885676027984
5,"[0.12, 0.14, 0.15, 0.26, 0.33]",11101,01110,2.20783302515387,0.7219280948873623,0.9709505944546686,2.20783302515387,2.20783302515387
2,"[0.8, 0.2]",10,11,0.7219280948873623,1.0,0.0,0.7219280948873623,0
5,"[0.21, 0.11, 0.29, 0.19, 0.2]",10111,00011,2.2606257178223323,0.7219280948873623,0.9709505944546686,2.2606257178223323,2.2606257178223323
2,"[0.33, 0.67]",01,10,0.9149263727797274,1.0,1.0,0.9149263727797274,0.9149263727797274
3,"[0.63, 0.33, 0.04]",101,001,1.1335197785814877,0.9182958340544896,0.9182958340544896,1.1335197785814877,1.1335197785814877
3,"[0.06, 0.68, 0.26]",111,101,1.1271693809645404,0.0,0.9182958340544896,0,1.1271693809645404
5,"[0.06, 0.33, 0.3, 0.25, 0.06]",10110,00000,2.0359794041736596,0.9709505944546686,0.0,2.0359794041736596,0
5,"[0.11, 0.1, 0.03, 0.1, 0.66]",01111,00100,1.5620840989489355,0.7219280948873623,0.7219280948873623,1.5620840989489355,1.5620840989489355
3,"[0.07, 0.37, 0.56]",001,101,1.2677248435957227,0.9182958340544896,0.9182958340544896,1.2677248435957227,1.2677248435957227
5,"[0.36, 0.13, 0.01, 0.09, 0.41]",10110,00010,1.8197364538739276,0.9709505944546686,0.7219280948873623,1.8197364538739276,1.8197364538739276
5,"[0.38, 0.09, 0.37, 0.11, 0.05]",00000,01101,1.9402188564591718,0.0,0.9709505944546686,0,1.9402188564591718
3,"[0.77, 0.06, 0.17]",001,010,0.9684641203838236,0.9182958340544896,0.9182958340544896,0.9684641203838236,0.9684641203838236
6,"[0.53, 0.22, 0.12, 0.11, 0.01, 0.01]",001010,011010,1.8162504146193823,0.9182958340544896,1.0,1.8162504146193823,1.8162504146193823
3,"[0.18, 0.75, 0.07]",011,110,1.0251408270991655,0.9182958340544896,0.9182958340544896,1.0251408270991655,1.0251408270991655
5,"[0.42, 0.34, 0.04, 0.08, 0.12]",00101,10111,1.8991500060959914,0.9709505944546686,0.7219280948873623,1.8991500060959914,1.8991500060959914
5,"[0.31, 0.16, 0.28, 0.11, 0.14]",11110,10100,2.208428788240497,0.7219280948873623,0.9709505944546686,2.208428788240497,2.208428788240497
3,"[0.32, 0.16, 0.52]",001,100,1.4396275363413567,0.9182958340544896,0.9182958340544896,1.4396275363413567,1.4396275363413567
6,"[0.11, 0.25, 0.32, 0.11, 0.15, 0.06]",100110,110101,2.380685846846291,1.0,0.9182958340544896,2.380685846846291,2.380685846846291
3,"[0.11, 0.62, 0.27]",110,100,1.287897373700623,0.9182958340544896,0.9182958340544896,1.287897373700623,1.287897373700623
3,"[0.05, 0.94, 0.01]",100,010,0.3664462644533776,0.9182958340544896,0.9182958340544896,0.3664462644533776,0.3664462644533776
6,"[0.0, 0.02, 0.04, 0.46, 0.32, 0.16]",110110,000010,1.7630176899884986,0.9182958340544896,0.6500224216483541,1.7630176899884986,1.7630176899884986
4,"[0.18, 0.63, 0.15, 0.04]",0111,0000,1.4615497483688833,0.8112781244591328,0.0,1.4615497483688833,0
6,"[0.02, 0.21, 0.11, 0.25, 0.23, 0.18]",100001,111101,2.3689622553446723,0.9182958340544896,0.6500224216483541,2.3689622553446723,2.3689622553446723
6,"[0.17, 0.13, 0.06, 0.2, 0.28, 0.16]",111100,011011,2.4623875962069537,0.9182958340544896,0.9182958340544896,2.4623875962069537,2.4623875962069537
6,"[0.01, 0.34, 0.07, 0.25, 0.01, 0.32]",000000,100100,1.9566399317618957,0.0,0.9182958340544896,0,1.9566399317618957
2,"[0.41, 0.59]",10,11,0.976500468757824,1.0,0.0,0.976500468757824,0
6,"[0.39, 0.03, 0.08, 0.3, 0.16, 0.04]",001000,110011,2.1029332707142574,0.6500224216483541,0.9182958340544896,2.1029332707142574,2.1029332707142574
5,"[0.0, 0.38, 0.19, 0.07, 0.36]",01001,10011,1.7848496620486163,0.9709505944546686,0.9709505944546686,1.7848496620486163,1.7848496620486163
6,"[0.46, 0.01, 0.04, 0.1, 0.34, 0.05]",010111,111111,1.8449911097302791,0.9182958340544896,0.0,1.8449911097302791,0
3,"[0.5, 0.42, 0.08]",011,001,1.3171547773202832,0.9182958340544896,0.9182958340544896,1.3171547773202832,1.3171547773202832
6,"[0.04, 0.03, 0.01, 0.45, 0.02, 0.45]",000001,010000,1.5536395280563828,0.6500224216483541,0.6500224216483541,1.5536395280563828,1.5536395280563828
2,"[0.87, 0.13]",10,00,0.557438185027989,1.0,0.0,0.557438185027989,0
2,"[0.3, 0.7]",01,01,0.8812908992306927,1.0,1.0,0.8812908992306927,0.8812908992306927
3,"[0.6, 0.26, 0.14]",110,111,1.3445778166048652,0.9182958340544896,0.0,1.3445778166048652,0
6,"[0.03, 0.47, 0.02, 0.25, 0.02, 0.21]",011000,100011,1.8622998482373796,0.9182958340544896,1.0,1.8622998482373796,1.8622998482373796
2,"[0.35, 0.65]",01,11,0.934068055375491,1.0,0.0,0.934068055375491,0
6,"[0.0, 0.15, 0.32, 0.09, 0.26, 0.18]",101100,110000,2.1998285233273385,1.0,0.9182958340544896,2.1998285233273385,2.1998285233273385
2,"[0.42, 0.58]",01,01,0.9814538950336537,1.0,1.0,0.9814538950336537,0.9814538950336537
2,"[0.23, 0.77]",01,11,0.7780113035465377,1.0,0.0,0.7780113035465377,0
3,"[0.28, 0.14, 0.58]",001,100,1.3671381453365392,0.9182958340544896,0.9182958340544896,1.3671381453365392,1.3671381453365392
2,"[0.76, 0.24]",01,01,0.7950402793845223,1.0,1.0,0.7950402793845223,0.7950402793845223
6,"[0.2, 0.23, 0.07, 0.01, 0.02, 0.47]",111000,100010,1.9118797160716174,1.0,0.9182958340544896,1.9118797160716174,1.9118797160716174
5,"[0.06, 0.04, 0.05, 0.37, 0.48]",11010,01000,1.6843822893582208,0.9709505944546686,0.7219280948873623,1.6843822893582208,1.6843822893582208
3,"[0.22, 0.48, 0.3]",001,010,1.5099320546458088,0.9182958340544896,0.9182958340544896,1.5099320546458088,1.5099320546458088
5,"[0.1, 0.15, 0.43, 0.24, 0.08]",10010,11100,2.051944946249731,0.9709505944546686,0.9709505944546686,2.051944946249731,2.051944946249731
5,"[0.06, 0.0, 0.07, 0.77, 0.1]",10100,10000,1.1346251493636128,0.9709505944546686,0.7219280948873623,1.1346251493636128,1.1346251493636128
2,"[0.92, 0.08]",00,00,0.4021791902022728,0.0,0.0,0,0
5,"[0.02, 0.66, 0.12, 0.04, 0.16]",00010,01010,1.4843605709116068,0.7219280948873623,0.9709505944546686,1.4843605709116068,1.4843605709116068
3,"[0.54, 0.29, 0.17]",011,010,1.432533767006898,0.9182958340544896,0.9182958340544896,1.432533767006898,1.432533767006898
3,"[0.48, 0.05, 0.47]",101,000,1.236321024395712,0.9182958340544896,0.0,1.236321024395712,0
4,"[0.14, 0.17, 0.23, 0.46]",0010,1011,1.8347000679947636,0.8112781244591328,0.8112781244591328,1.8347000679947636,1.8347000679947636
3,"[0.22, 0.7, 0.08]",000,000,1.132283121813043,0.0,0.0,0,0
4,"[0.12, 0.26, 0.45, 0.17]",1101,0101,1.8253437866105906,0.8112781244591328,1.0,1.8253437866105906,1.8253437866105906
5,"[0.2, 0.15, 0.09, 0.38, 0.18]",10111,01101,2.163344775957987,0.7219280948873623,0.9709505944546686,2.163344775957987,2.163344775957987
5,"[0.06, 0.29, 0.33, 0.11, 0.21]",00111,01101,2.1123697549225273,0.9709505944546686,0.9709505944546686,2.1123697549225273,2.1123697549225273
3,"[0.05, 0.72, 0.23]",010,010,1.0449945340987787,0.9182958340544896,0.9182958340544896,1.0449945340987787,1.0449945340987787
5,"[0.01, 0.31, 0.2, 0.45, 0.03]",01111,00000,1.7247869462073324,0.7219280948873623,0.0,1.7247869462073324,0
6,"[0.8, 0.07, 0.02, 0.01, 0.06, 0.04]",100111,010000,1.1347011192775331,0.9182958340544896,0.6500224216483541,1.1347011192775331,1.1347011192775331
2,"[0.21, 0.79]",11,10,0.7414827399312737,0.0,1.0,0,0.7414827399312737
3,"[0.26, 0.42, 0.32]",101,101,1.5569685454909612,0.9182958340544896,0.9182958340544896,1.5569685454909612,1.5569685454909612
3,"[0.09, 0.31, 0.6]",000,011,1.2786277260598742,0.0,0.9182958340544896,0,1.2786277260598742
4,"[0.32, 0.19, 0.2, 0.29]",1000,1101,1.9635498546559749,0.8112781244591328,0.8112781244591328,1.9635498546559749,1.9635498546559749
6,"[0.08, 0.06, 0.51, 0.15, 0.03, 0.17]",101101,010111,2.0273703679505224,0.9182958340544896,0.9182958340544896,2.0273703679505224,2.0273703679505224
6,"[0.08, 0.0, 0.23, 0.12, 0.31, 0.26]",010101,111001,2.1753262568584573,1.0,0.9182958340544896,2.1753262568584573,2.1753262568584573
5,"[0.08, 0.14, 0.5, 0.22, 0.06]",00001,11001,1.912725699655823,0.7219280948873623,0.9709505944546686,1.912725699655823,1.912725699655823
2,"[0.13, 0.87]",00,10,0.557438185027989,0.0,1.0,0,0.557438185027989
6,"[0.26, 0.21, 0.02, 0.13, 0.15, 0.23]",011101,100010,2.371845201681768,0.9182958340544896,0.9182958340544896,2.371845201681768,2.371845201681768
6,"[0.21, 0.22, 0.16, 0.06, 0.09, 0.26]",010010,100110,2.437889248001218,0.9182958340544896,1.0,2.437889248001218,2.437889248001218
2,"[0.55, 0.45]",00,01,0.9927744539878083,0.0,1.0,0,0.9927744539878083
3,"[0.25, 0.68, 0.07]",000,100,1.1469025657367804,0.0,0.9182958340544896,0,1.1469025657367804
5,"[0.2, 0.49, 0.03, 0.07, 0.21]",00100,10101,1.8618123688315935,0.7219280948873623,0.9709505944546686,1.8618123688315935,1.8618123688315935
2,"[0.37, 0.63]",11,00,0.9506720926870659,0.0,0.0,0,0
5,"[0.02, 0.16, 0.02, 0.07, 0.73]",01101,01010,1.24876941724828,0.9709505944546686,0.9709505944546686,1.24876941724828,1.24876941724828
4,"[0.79, 0.07, 0.12, 0.02]",0011,1110,1.0171590540842423,1.0,0.8112781244591328,1.0171590540842423,1.0171590540842423
2,"[0.12, 0.88]",01,11,0.5293608652873644,1.0,0.0,0.5293608652873644,0
4,"[0.58, 0.23, 0.02, 0.17]",0111,0101,1.4909392796950622,0.8112781244591328,1.0,1.4909392796950622,1.4909392796950622
5,"[0.28, 0.03, 0.22, 0.35, 0.12]",10000,10010,2.0437284244594784,0.7219280948873623,0.9709505944546686,2.0437284244594784,2.0437284244594784
4,"[0.45, 0.05, 0.08, 0.42]",1101,0111,1.5516525741149239,0.8112781244591328,0.8112781244591328,1.5516525741149239,1.5516525741149239
2,"[0.43, 0.57]",10,10,0.9858150371789198,1.0,1.0,0.9858150371789198,0.9858150371789198
3,"[0.06, 0.89, 0.05]",010,000,0.6092592814269933,0.9182958340544896,0.0,0.6092592814269933,0
4,"[0.12, 0.41, 0.25, 0.22]",0100,0110,1.875025364250885,0.8112781244591328,1.0,1.875025364250885,1.875025364250885
3,"[0.02, 0.5, 0.48]",010,100,1.1211460945412073,0.9182958340544896,0.9182958340544896,1.1211460945412073,1.1211460945412073
2,"[0.97, 0.03]",10,01,0.1943918578315762,1.0,1.0,0.1943918578315762,0.1943918578315762
3,"[0.39, 0.47, 0.14]",010,001,1.4388628750418937,0.9182958340544896,0.9182958340544896,1.4388628750418937,1.4388628750418937
2,"[0.83, 0.17]",00,01,0.6577047787442195,0.0,1.0,0,0.6577047787442195
6,"[0.29, 0.36, 0.08, 0.03, 0.02, 0.22]",101010,111101,2.085244869546656,1.0,0.6500224216483541,2.085244869546656,2.085244869546656
2,"[0.06, 0.94]",11,10,0.32744491915447627,0.0,1.0,0,0.32744491915447627
5,"[0.07, 0.34, 0.23, 0.11, 0.25]",00010,01001,2.1356832038186804,0.7219280948873623,0.9709505944546686,2.1356832038186804,2.1356832038186804
2,"[0.01, 0.99]",00,11,0.08079313589591118,0.0,0.0,0,0
2,"[0.17, 0.83]",00,00,0.6577047787442195,0.0,0.0,0,0
4,"[0.03, 0.22, 0.34, 0.41]",0001,0000,1.6888986707343547,0.8112781244591328,0.0,1.6888986707343547,0
5,"[0.04, 0.18, 0.15, 0.14, 0.49]",10100,01110,1.942998587469314,0.9709505944546686,0.9709505944546686,1.942998587469314,1.942998587469314
5,"[0.25, 0.1, 0.03, 0.23, 0.39]",01111,10001,2.001424342571283,0.7219280948873623,0.9709505944546686,2.001424342571283,2.001424342571283
3,"[0.35, 0.23, 0.42]",011,101,1.5434145663837944,0.9182958340544896,0.9182958340544896,1.5434145663837944,1.5434145663837944
2,"[0.49, 0.51]",01,10,0.9997114417528099,1.0,1.0,0.9997114417528099,0.9997114417528099
5,"[0.29, 0.04, 0.46, 0.15, 0.06]",11000,01011,1.8730718620169555,0.9709505944546686,0.9709505944546686,1.8730718620169555,1.8730718620169555
3,"[0.02, 0.78, 0.2]",011,001,0.8568568400846985,0.9182958340544896,0.9182958340544896,0.8568568400846985,0.8568568400846985
6,"[0.09, 0.5, 0.03, 0.08, 0.29, 0.01]",100111,001101,1.8402714811489236,0.9182958340544896,1.0,1.8402714811489236,1.8402714811489236
4,"[0.39, 0.22, 0.15, 0.24]",1001,0010,1.9150497788038872,1.0,0.8112781244591328,1.9150497788038872,1.9150497788038872
4,"[0.29, 0.42, 0.06, 0.23]",1010,1010,1.774751383684267,1.0,1.0,1.774751383684267,1.774751383684267
2,"[0.79, 0.21]",10,10,0.7414827399312737,1.0,1.0,0.7414827399312737,0.7414827399312737
3,"[0.2, 0.12, 0.68]",100,011,1.2098003386604825,0.9182958340544896,0.9182958340544896,1.2098003386604825,1.2098003386604825
6,"[0.02, 0.08, 0.22, 0.3, 0.1, 0.28]",100100,001110,2.2524618673270984,0.9182958340544896,1.0,2.2524618673270984,2.2524618673270984
5,"[0.09, 0.02, 0.0, 0.03, 0.86]",00101,01011,0.7644263755794776,0.9709505944546686,0.9709505944546686,0.7644263755794776,0.7644263755794776
5,"[0.1, 0.0, 0.41, 0.32, 0.17]",01110,11011,1.8201983753800164,0.9709505944546686,0.7219280948873623,1.8201983753800164,1.8201983753800164
3,"[0.6, 0.27, 0.13]",011,110,1.3348450434671353,0.9182958340544896,0.9182958340544896,1.3348450434671353,1.3348450434671353
5,"[0.0, 0.19, 0.18, 0.07, 0.56]",11101,10011,1.6375298610645366,0.7219280948873623,0.9709505944546686,1.6375298610645366,1.6375298610645366
5,"[0.34, 0.09, 0.25, 0.26, 0.06]",01011,01000,2.090649449416167,0.9709505944546686,0.7219280948873623,2.090649449416167,2.090649449416167
4,"[0.66, 0.07, 0.19, 0.08]",0111,0110,1.4109349988998319,0.8112781244591328,1.0,1.4109349988998319,1.4109349988998319
4,"[0.04, 0.26, 0.39, 0.31]",0101,1111,1.7446341414818325,1.0,0.0,1.7446341414818325,0
5,"[0.07, 0.44, 0.32, 0.1, 0.07]",10010,00000,1.9164837789975133,0.9709505944546686,0.0,1.9164837789975133,0
5,"[0.48, 0.09, 0.08, 0.09, 0.26]",10110,10010,1.9303733624522696,0.9709505944546686,0.9709505944546686,1.9303733624522696,1.9303733624522696
6,"[0.04, 0.27, 0.05, 0.4, 0.07, 0.17]",000100,100111,2.143785393934685,0.6500224216483541,0.9182958340544896,2.143785393934685,2.143785393934685
3,"[0.28, 0.28, 0.44]",101,110,1.5495875212220556,0.9182958340544896,0.9182958340544896,1.5495875212220556,1.5495875212220556
6,"[0.03, 0.11, 0.3, 0.1, 0.09, 0.37]",000011,001111,2.1987188531191757,0.9182958340544896,0.9182958340544896,2.1987188531191757,2.1987188531191757
6,"[0.05, 0.19, 0.12, 0.12, 0.06, 0.46]",100000,100011,2.1643263074735026,0.6500224216483541,1.0,2.1643263074735026,2.1643263074735026
5,"[0.17, 0.14, 0.43, 0.03, 0.23]",10000,10100,1.9946958482374526,0.7219280948873623,0.9709505944546686,1.9946958482374526,1.9946958482374526
2,"[0.52, 0.48]",00,00,0.9988455359952018,0.0,0.0,0,0
5,"[0.01, 0.29, 0.59, 0.08, 0.03]",00110,11010,1.4767334270426076,0.9709505944546686,0.9709505944546686,1.4767334270426076,1.4767334270426076
5,"[0.26, 0.1, 0.22, 0.08, 0.34]",01000,01101,2.138736731443984,0.7219280948873623,0.9709505944546686,2.138736731443984,2.138736731443984
6,"[0.3, 0.07, 0.24, 0.21, 0.12, 0.06]",001110,011010,2.3672032574617115,1.0,1.0,2.3672032574617115,2.3672032574617115
5,"[0.06, 0.3, 0.32, 0.0, 0.32]",00101,00001,1.8166912610488994,0.9709505944546686,0.7219280948873623,1.8166912610488994,1.8166912610488994
4,"[0.07, 0.11, 0.5, 0.32]",0010,1110,1.6448757722932275,0.8112781244591328,0.8112781244591328,1.6448757722932275,1.6448757722932275
3,"[0.47, 0.49, 0.04]",110,000,1.201991605869783,0.9182958340544896,0.0,1.201991605869783,0
3,"[0.13, 0.39, 0.48]",110,101,1.4207101607139507,0.9182958340544896,0.9182958340544896,1.4207101607139507,1.4207101607139507
2,"[0.56, 0.44]",10,10,0.9895875212220556,1.0,1.0,0.9895875212220556,0.9895875212220556
4,"[0.4, 0.0, 0.48, 0.12]",1011,0011,1.4041074513870861,0.8112781244591328,1.0,1.4041074513870861,1.4041074513870861
5,"[0.11, 0.46, 0.13, 0.1, 0.2]",11111,01000,2.0448446201138455,0.0,0.7219280948873623,0,2.0448446201138455
3,"[0.19, 0.32, 0.49]",000,110,1.4855421386039913,0.0,0.9182958340544896,0,1.4855421386039913
2,"[0.11, 0.89]",00,10,0.499915958164528,0.0,1.0,0,0.499915958164528
3,"[0.29, 0.24, 0.47]",110,001,1.5239939407261618,0.9182958340544896,0.9182958340544896,1.5239939407261618,1.5239939407261618
6,"[0.03, 0.35, 0.34, 0.14, 0.06, 0.08]",000001,100101,2.1431934536659023,0.6500224216483541,1.0,2.1431934536659023,2.1431934536659023
4,"[0.14, 0.62, 0.18, 0.06]",1011,0101,1.513540537943912,0.8112781244591328,1.0,1.513540537943912,1.513540537943912
2,"[0.9, 0.1]",01,00,0.4689955935892812,1.0,0.0,0.4689955935892812,0
3,"[0.03, 0.86, 0.11]",110,111,0.6891821476591831,0.9182958340544896,0.0,0.6891821476591831,0
5,"[0.29, 0.04, 0.18, 0.18, 0.31]",11111,01000,2.1180678444485648,0.0,0.7219280948873623,0,2.1180678444485648
6,"[0.24, 0.04, 0.15, 0.28, 0.25, 0.04]",000110,100111,2.290408174640559,0.9182958340544896,0.9182958340544896,2.290408174640559,2.290408174640559
6,"[0.04, 0.11, 0.01, 0.52, 0.01, 0.31]",000000,100011,1.6832892020713226,0.0,1.0,0,1.6832892020713226
3,"[0.69, 0.25, 0.06]",100,111,1.1129125171108374,0.9182958340544896,0.0,1.1129125171108374,0
5,"[0.23, 0.1, 0.07, 0.34, 0.26]",11000,10001,2.1228775931070443,0.9709505944546686,0.9709505944546686,2.1228775931070443,2.1228775931070443
3,"[0.27, 0.26, 0.47]",111,010,1.5272654771854146,0.0,0.9182958340544896,0,1.5272654771854146
5,"[0.05, 0.19, 0.27, 0.46, 0.03]",01000,10110,1.8484465570840782,0.7219280948873623,0.9709505944546686,1.8484465570840782,1.8484465570840782
