num_objects,num_cups,num_bottles,entropy_dec_color,entropy_dec_position,entropy_dec_size,split_score_color,split_score_position,split_score_size,label
10,5,5,0.8791860152925315,0.9905895522897179,0.9659514631626669,0.8812908992306927,1.0,0.9709505944546686,ask_position
3,1,2,0.8094466138824461,0.6454925457498466,0.0,0.9182958340544896,0.9182958340544896,0.0,ask_color
5,2,3,0.9492613219173638,0.9492613219173638,0.0,0.9709505944546686,0.9709505944546686,0.0,ask_any
2,1,1,0.0,0.9673324338116666,0.9673324338116666,0.0,1.0,1.0,ask_any
10,5,5,0.8639214714601751,0.7781602560257352,0.9841372432521265,0.8812908992306927,1.0,0.9709505944546686,ask_size
3,3,0,0.9182661435624399,0.9035198722700026,0.9035198722700026,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_color
6,3,3,0.9120018281686417,0.9684378556257276,0.9136963736384613,0.9182958340544896,1.0,0.9182958340544896,ask_position
9,5,4,0.8404608802499731,0.906562177553556,0.8872878460466533,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
8,4,4,0.9457623119269267,0.907860525774985,0.5365453591591152,0.954434002924965,1.0,0.5435644431995964,ask_color
3,1,2,0.1602816289055377,-0.10462780691564172,-0.10462780691564172,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_color
5,1,4,0.42078993718247504,0.7870274549198608,0.6611288974863789,0.7219280948873623,0.9709505944546686,0.7219280948873623,ask_position
9,6,3,0.9890422687322591,0.9890422687322591,0.8919464292062163,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_any
5,5,0,0.8259702637657143,0.668915019520631,0.8259702637657143,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_any
5,1,4,0.0,0.7334198634556975,1.0092041844605912,0.0,0.9709505944546686,0.9709505944546686,ask_size
6,3,3,0.8837902508242708,1.002134225584816,0.9950813854212464,0.9182958340544896,1.0,1.0,ask_position
5,3,2,0.6933059272035851,0.875801682818639,0.6100659285569772,0.7219280948873623,0.9709505944546686,0.7219280948873623,ask_position
6,4,2,0.8809605942971648,0.9870333291193263,0.8939442627885239,0.9182958340544896,1.0,0.9182958340544896,ask_position
4,2,2,0.8921041833163391,0.6135151239968314,0.6505270909353397,1.0,1.0,0.8112781244591328,ask_color
6,2,4,0.4266681142509383,0.38493336844662296,0.525145375966293,0.9182958340544896,1.0,0.6500224216483541,ask_size
10,3,7,0.8926709338627652,0.792546641921517,0.966290180351397,0.9709505944546686,1.0,0.9709505944546686,ask_size
9,5,4,0.9731190239113761,0.9901987186456727,0.91673114173547,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_position
9,9,0,0.9781986948608123,0.9705665865607791,0.7252940324435779,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_color
10,4,6,0.8690096165395023,0.7612641208099848,0.8690096165395023,0.8812908992306927,1.0,0.8812908992306927,ask_any
9,5,4,0.9946371599764605,1.0117403741453301,0.7068048412547536,0.9910760598382222,0.9910760598382222,0.7642045065086203,ask_position
6,1,5,0.44725589929811793,0.2808912247921751,0.9405137817938777,0.9182958340544896,1.0,0.9182958340544896,ask_size
2,1,1,0.0,0.5546892893228762,0.5546892893228762,0.0,1.0,1.0,ask_any
7,6,1,0.9777996377363061,0.9732815283201597,0.9130072605645141,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_color
4,3,1,0.0,0.9331715958509946,0.9121404843006437,0.0,1.0,1.0,ask_position
9,3,6,0.4110483761383472,0.9261331670943784,0.7634233282451492,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
5,3,2,0.6018691222595449,0.9003175184163936,0.7151923585738971,0.7219280948873623,0.9709505944546686,0.7219280948873623,ask_position
7,6,1,0.7670227911373046,0.9728072885234211,0.9870390562783078,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_size
6,3,3,0.8754565084073924,0.9979385764894109,0.8939986891153824,1.0,1.0,0.9182958340544896,ask_position
5,3,2,0.470850007571491,0.5574497560644547,0.9428700550142571,0.7219280948873623,0.9709505944546686,0.9709505944546686,ask_size
10,5,5,0.9014725950040554,0.9630684314223465,0.8469900285693925,1.0,1.0,0.9709505944546686,ask_position
2,1,1,0.40918740502952844,0.40918740502952844,0.0,1.0,1.0,0.0,ask_any
2,1,1,0.9790514648094593,0.9790514648094593,0.9790514648094593,1.0,1.0,1.0,ask_any
8,4,4,0.7838577720569835,0.8501722190644836,0.8477449505402797,1.0,1.0,0.954434002924965,ask_position
9,2,7,0.9903323413343919,0.9863980130691867,0.6662834381040939,0.9910760598382222,0.9910760598382222,0.7642045065086203,ask_color
2,1,1,0.4496822131225001,0.4496822131225001,0.0,1.0,1.0,0.0,ask_any
9,3,6,0.9854195182769607,0.9822714400339807,0.9464410220469057,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_color
7,5,2,0.940696619342487,0.9549648937237243,0.9956333457644813,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_size
8,4,4,0.9244314909044888,0.7369995338134472,0.9748078239863656,0.954434002924965,1.0,0.954434002924965,ask_size
7,4,3,0.572218383859638,0.5359709320554742,0.37102368277366926,0.863120568566631,0.9852281360342515,0.5916727785823275,ask_color
9,4,5,0.7664612663329504,0.9344854666763605,0.7169811767649157,0.7642045065086203,0.9910760598382222,0.9182958340544896,ask_position
8,3,5,0.7458854150438783,0.8669986354522274,0.6613597741103094,0.954434002924965,1.0,0.954434002924965,ask_position
9,2,7,0.9281031920138088,0.983723811965656,0.9884409314326073,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_size
8,4,4,1.017026387021063,0.9716854972630729,0.4547936431528634,1.0,1.0,0.5435644431995964,ask_color
2,1,1,0.0,0.9993506898146103,0.0,0.0,1.0,0.0,ask_position
8,5,3,0.7569565567080956,0.7764540672322553,0.7796430980524236,1.0,1.0,1.0,ask_size
8,2,6,0.8919992105717862,0.8672258360440861,0.6857400645655547,1.0,1.0,0.954434002924965,ask_color
3,1,2,0.5684804460570808,0.22135431479028533,0.0,0.9182958340544896,0.9182958340544896,0.0,ask_color
9,5,4,0.5503576378120771,0.9133016098634084,0.6824580486002172,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_position
5,3,2,0.8276137476781051,0.8082126343123215,0.9428078256113158,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_size
4,2,2,1.0106474387106372,1.0106474387106372,1.0106474387106372,1.0,1.0,1.0,ask_any
2,0,2,0.7564987103663676,0.7564987103663676,0.0,1.0,1.0,0.0,ask_any
3,2,1,0.5808302845541106,0.5808302845541106,0.5808302845541106,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
3,1,2,0.0,0.9370351015906958,0.9370351015906958,0.0,0.9182958340544896,0.9182958340544896,ask_any
3,2,1,0.5082866987908993,0.6873527444203751,0.0,0.9182958340544896,0.9182958340544896,0.0,ask_position
8,5,3,0.9403716717240569,0.9889631640562278,0.8164486432981661,0.954434002924965,1.0,0.8112781244591328,ask_position
5,4,1,0.3848720210754888,0.7529578132360538,0.0,0.7219280948873623,0.9709505944546686,0.0,ask_position
9,5,4,0.902844884493375,1.0038389514183064,0.965026437723441,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_position
5,3,2,0.7878890968751441,0.36483433403297694,0.3954810533536428,0.7219280948873623,0.9709505944546686,0.7219280948873623,ask_color
9,4,5,0.9037391814297648,0.9916830110498602,0.9335388593639851,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_position
9,4,5,0.9605991005986136,0.9789722402107137,0.9217377031252865,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_position
5,2,3,0.6104396323858197,0.9633241218008118,0.703155728655434,0.9709505944546686,0.9709505944546686,0.7219280948873623,ask_position
10,4,6,0.7137310807737594,1.007054933957364,0.9524979042021089,0.9709505944546686,1.0,0.9709505944546686,ask_position
7,2,5,0.7424889845819536,0.7803677189702771,0.5087105881779157,0.9852281360342515,0.9852281360342515,0.863120568566631,ask_position
7,2,5,0.777845200263173,0.9450407661982188,0.8577567172133398,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_position
7,4,3,0.847934789911226,0.9114831419971119,0.8187130674242051,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_position
6,1,5,0.6771509636715678,0.8255272800814133,0.8838024924801988,0.9182958340544896,1.0,1.0,ask_size
7,2,5,0.8658839907445535,0.6971252633230425,0.0,0.863120568566631,0.9852281360342515,0.0,ask_color
6,3,3,0.5998819323786427,0.6074259663395618,0.39663793749564746,0.6500224216483541,1.0,0.9182958340544896,ask_position
9,4,5,0.9221330801187209,0.9902636917211525,0.8240340060940199,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_position
3,1,2,0.0,0.8019805470631193,0.8019805470631193,0.0,0.9182958340544896,0.9182958340544896,ask_any
3,3,0,0.1314103427381692,0.5066046073772901,0.5178801545943272,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_size
9,5,4,0.9909931320322984,0.958745530540932,0.7621653664784631,0.9910760598382222,0.9910760598382222,0.7642045065086203,ask_color
4,2,2,0.7961760138246486,0.7972480642815599,0.7972480642815599,1.0,1.0,1.0,ask_any
8,3,5,0.8122533928748701,0.746740206021921,0.9931221401079644,0.8112781244591328,1.0,1.0,ask_size
2,1,1,0.5683070291874017,0.5683070291874017,0.5683070291874017,1.0,1.0,1.0,ask_any
4,3,1,0.8015325699926775,0.7780283972747242,0.6670219242146047,1.0,1.0,0.8112781244591328,ask_color
9,4,5,0.8417740699944445,0.8294387573034121,0.8582282819164417,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_size
8,4,4,0.8047511165597672,0.8046712227324966,0.6373924818396861,1.0,1.0,0.8112781244591328,ask_color
9,6,3,1.0545513239011386,0.9899691502676471,0.901204635658817,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_color
5,3,2,0.9623962474712253,0.9312836184037421,0.9312836184037421,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_color
9,5,4,0.9025466451737689,0.9961993750941909,0.9344548898555498,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
9,3,6,0.9129456332969879,0.9256225719952034,1.0062098547045362,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_size
8,4,4,0.8313164911444271,1.0094412959986292,0.9363305116802492,1.0,1.0,0.954434002924965,ask_position
2,0,2,0.0,0.7583373241205442,0.7583373241205442,0.0,1.0,1.0,ask_any
5,3,2,0.9510434917736059,0.9711741194858106,0.9682871475679302,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_position
3,3,0,0.5859939023214932,0.6182032428264664,0.5859939023214932,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_position
8,3,5,0.716666007820284,1.0095512266734148,0.7710335543523157,0.8112781244591328,1.0,0.8112781244591328,ask_position
6,2,4,0.5841970930644158,0.9891543755272216,0.6425609779511494,0.9182958340544896,1.0,1.0,ask_position
7,5,2,1.0014642583099338,0.9497595797585183,0.8474255808397562,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_color
9,4,5,0.9777966240831883,0.9449444661963042,0.7257841167402952,0.9910760598382222,0.9910760598382222,0.7642045065086203,ask_color
3,1,2,0.9025072796410715,0.8772011013342634,0.8772011013342634,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_color
3,2,1,0.8208726354241531,0.8208726354241531,0.0,0.9182958340544896,0.9182958340544896,0.0,ask_any
3,2,1,0.0,0.17089467514195233,-0.3982411024867286,0.0,0.9182958340544896,0.9182958340544896,ask_position
10,6,4,0.8919890992040571,0.9576826674565573,0.9542535644236483,0.8812908992306927,1.0,1.0,ask_position
5,5,0,0.5917901675544797,0.9737725266971986,0.6988146948311693,0.7219280948873623,0.9709505944546686,0.7219280948873623,ask_position
9,5,4,1.0060076210635667,0.8535460487951676,0.9749082943915175,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_color
6,4,2,0.4209430426741898,0.9016214777041965,0.8447917076222833,0.9182958340544896,1.0,1.0,ask_position
5,2,3,0.9601297408210547,0.9071838563876506,0.9450489943104732,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_color
4,2,2,0.6537529560952254,0.6405470808816571,0.6537529560952254,0.8112781244591328,1.0,0.8112781244591328,ask_any
3,2,1,0.6654412469242894,0.6654412469242894,0.6654412469242894,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
5,3,2,0.4458760638057473,0.9478636974423706,0.8103429889459208,0.7219280948873623,0.9709505944546686,0.9709505944546686,ask_position
9,3,6,0.7832179202230538,0.9539975875472835,0.8150029995592343,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
10,7,3,0.6419741491976012,0.9023390803829137,0.34896891862490875,0.9709505944546686,1.0,0.7219280948873623,ask_position
6,4,2,0.618667612757825,0.6974616254165709,0.6986337011730857,0.9182958340544896,1.0,1.0,ask_size
2,2,0,0.0,0.8144326879441559,0.0,0.0,1.0,0.0,ask_position
9,2,7,0.7245737266782597,0.7369352534090758,0.8523263854427312,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_size
9,7,2,1.0053594839601852,0.6486232103625202,0.9722829760724816,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_color
4,3,1,0.7880891340753691,0.9414131084139195,0.8688057840229206,0.8112781244591328,1.0,1.0,ask_position
6,4,2,0.6318726195333682,0.9531761514303863,0.6048267942091117,0.9182958340544896,1.0,0.9182958340544896,ask_position
10,5,5,0.8699391323757191,0.9783020230465718,0.940682559213105,0.8812908992306927,1.0,0.9709505944546686,ask_position
10,4,6,0.9390583808669399,0.9871532544697272,0.9941093071403686,0.9709505944546686,1.0,1.0,ask_size
8,6,2,0.9188237473850507,0.9936434348152638,0.5311566547021678,0.954434002924965,1.0,0.5435644431995964,ask_position
4,3,1,0.6629440379015998,0.9103379958641313,0.8012370899688936,0.8112781244591328,1.0,0.8112781244591328,ask_position
5,3,2,0.7552874517306074,0.5148620645176398,0.0,0.9709505944546686,0.9709505944546686,0.0,ask_color
7,3,4,0.43595693710554184,0.9569567592521229,0.6803307213426424,0.863120568566631,0.9852281360342515,0.863120568566631,ask_position
4,1,3,0.7432494061296229,0.08976558338096707,0.32227326079979834,0.8112781244591328,1.0,0.8112781244591328,ask_color
2,2,0,0.0,0.44311055824469103,0.0,0.0,1.0,0.0,ask_position
10,4,6,0.975772854308719,0.9780904606655878,0.8518943074865546,0.9709505944546686,1.0,0.8812908992306927,ask_position
4,4,0,0.6824908956382751,0.9931781601921545,0.8226219426395769,0.8112781244591328,1.0,0.8112781244591328,ask_position
10,4,6,0.661887102865041,0.8964048369451412,0.6516055010586781,0.8812908992306927,1.0,1.0,ask_position
3,1,2,0.9198063490228583,0.8854801523409837,0.8854801523409837,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_color
6,3,3,0.9237240308996753,0.9980365270712672,0.6215804239916398,1.0,1.0,0.9182958340544896,ask_position
4,1,3,0.485615126058242,0.485615126058242,0.4935480447958891,1.0,1.0,0.8112781244591328,ask_size
6,1,5,0.608252834880904,1.0023965732975615,0.785892594686872,0.6500224216483541,1.0,0.9182958340544896,ask_position
3,2,1,0.8548196033086086,0.8548196033086086,0.0,0.9182958340544896,0.9182958340544896,0.0,ask_any
3,1,2,0.2703992995368001,0.2703992995368001,0.2703992995368001,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
9,3,6,0.6442925214017272,0.7556765530321701,0.9059321235049875,0.9910760598382222,0.9910760598382222,0.9182958340544896,ask_size
3,2,1,0.8918426821808567,0.9181287212802862,0.9181287212802862,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
8,3,5,0.7536094839016014,0.9945196717359814,0.9464963723730548,0.8112781244591328,1.0,0.954434002924965,ask_position
5,3,2,0.9698245892697677,0.8953594496950101,0.7051062028278954,0.9709505944546686,0.9709505944546686,0.7219280948873623,ask_color
7,2,5,0.804649765041082,0.7603151206154009,0.4140568636793105,0.9852281360342515,0.9852281360342515,0.863120568566631,ask_color
4,1,3,0.9736660974720126,0.61250862966663,0.847245243090939,1.0,1.0,0.8112781244591328,ask_color
3,0,3,0.4102956202725673,0.6682449911227764,0.6682449911227764,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
3,1,2,0.0,0.6734928353277948,0.578382682059527,0.0,0.9182958340544896,0.9182958340544896,ask_position
5,3,2,0.665325554794352,0.6553004315874635,0.4521172157352171,0.9709505944546686,0.9709505944546686,0.7219280948873623,ask_color
2,0,2,0.0,0.26034062501245037,0.0,0.0,1.0,0.0,ask_position
9,6,3,0.9926083756940929,0.9938651566820036,0.9561293838557217,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_position
4,4,0,0.6757049660997254,0.9792954624679548,0.45345806083782847,0.8112781244591328,1.0,0.8112781244591328,ask_position
2,2,0,0.0,0.9938858724897721,0.0,0.0,1.0,0.0,ask_position
2,0,2,0.9983373765218819,0.9983373765218819,0.9983373765218819,1.0,1.0,1.0,ask_any
7,4,3,0.9474086272666726,0.9215790703945395,0.9903715614980506,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_size
7,3,4,0.8478242805327554,0.9668062990946034,0.8549299165245716,0.863120568566631,0.9852281360342515,0.863120568566631,ask_position
8,4,4,0.9486143525503126,0.9997531372867141,0.8228733787796214,0.954434002924965,1.0,0.8112781244591328,ask_position
10,6,4,0.9075412813246897,0.9702174802798496,0.9598202859111276,0.9709505944546686,1.0,0.9709505944546686,ask_position
4,2,2,0.7230984316704081,0.8179914653950433,0.8179914653950433,0.8112781244591328,1.0,1.0,ask_any
3,3,0,0.7209573940545201,0.7209573940545201,0.7209573940545201,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
5,2,3,0.8304257535014189,0.4881287494760952,0.0,0.9709505944546686,0.9709505944546686,0.0,ask_color
9,5,4,0.9216630100496794,0.8794848351393934,0.9372299114053919,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_size
3,3,0,0.9241102805580812,0.9241102805580812,0.8495111784941267,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
3,2,1,0.7339742421929331,0.8549096485908485,0.7339742421929331,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_position
6,3,3,0.6037903013653949,0.8740525879849668,0.7810921640402533,0.6500224216483541,1.0,0.9182958340544896,ask_position
9,4,5,0.9355142573545474,0.958849697064625,0.9807074587047051,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_size
4,2,2,0.7624016930321997,0.8207605679288981,0.7986807433863539,0.8112781244591328,1.0,0.8112781244591328,ask_position
5,2,3,0.9848301791437838,1.0776409968462777,0.9864230116427753,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_position
3,1,2,0.8998697849012705,0.8998697849012705,0.9138930179687706,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_size
2,2,0,0.9966619137320386,0.9966619137320386,0.0,1.0,1.0,0.0,ask_any
2,2,0,0.0,0.46581762974620744,0.46581762974620744,0.0,1.0,1.0,ask_any
9,6,3,0.45341380197079983,0.17206608880060514,0.178286498051055,0.9182958340544896,0.9910760598382222,0.9910760598382222,ask_color
3,2,1,0.9963230219963118,0.9963230219963118,0.0,0.9182958340544896,0.9182958340544896,0.0,ask_any
2,1,1,0.9845686584264313,0.9845686584264313,0.9845686584264313,1.0,1.0,1.0,ask_any
5,3,2,0.6433870460321851,0.8174596873531572,0.4355410122696963,0.7219280948873623,0.9709505944546686,0.7219280948873623,ask_position
3,1,2,0.8859889703400576,0.8859889703400576,0.7699835112566783,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
9,3,6,0.573370449709715,0.9215456549565144,0.6441615981564872,0.9910760598382222,0.9910760598382222,0.7642045065086203,ask_position
10,6,4,0.786748779525047,0.8085527734013112,0.88291955627041,1.0,1.0,0.9709505944546686,ask_size
5,4,1,0.9270799722602454,0.6493765172629193,0.6493765172629193,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_color
5,1,4,0.7438913384814985,0.9839482577515053,0.8106559272616647,0.9709505944546686,0.9709505944546686,0.9709505944546686,ask_position
4,2,2,0.9331746805089978,0.9480358559242945,0.6372584698255161,1.0,1.0,0.8112781244591328,ask_position
3,2,1,0.0,0.44531720432448063,0.44531720432448063,0.0,0.9182958340544896,0.9182958340544896,ask_any
9,5,4,0.7791829574267652,0.5096414830506397,0.729639344960793,0.7642045065086203,0.9910760598382222,0.9910760598382222,ask_color
7,5,2,0.8654950909562029,0.981934876970783,0.985493623386918,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_size
9,4,5,0.9028029691600863,0.9671654769131011,0.9187002719599475,0.9182958340544896,0.9910760598382222,0.9182958340544896,ask_position
7,7,0,0.9723183569450362,0.9943217692462294,1.000166494071068,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_size
4,2,2,0.0,0.6439766228972019,0.6439766228972019,0.0,1.0,1.0,ask_any
10,7,3,0.9793226327955327,0.7012738390606301,0.7457110407493897,1.0,1.0,0.7219280948873623,ask_color
9,2,7,0.7550194821598684,0.9693889422670807,0.6977070923686015,0.7642045065086203,0.9910760598382222,0.7642045065086203,ask_position
7,5,2,0.8962956556962216,0.9738596272338893,0.651642668304969,0.863120568566631,0.9852281360342515,0.9852281360342515,ask_position
2,0,2,0.8712907840103599,0.8712907840103599,0.8712907840103599,1.0,1.0,1.0,ask_any
10,7,3,0.9286107866224125,0.9476231302482141,0.4692036595142062,0.9709505944546686,1.0,0.4689955935892812,ask_position
5,3,2,0.8185749833618079,0.8158983455598459,0.4004409488885349,0.9709505944546686,0.9709505944546686,0.7219280948873623,ask_color
6,3,3,0.8746109312913934,0.8746109312913934,0.5251921914409927,1.0,1.0,1.0,ask_any
9,4,5,0.9973830298873883,0.9888399892688753,0.9894166197092864,0.9910760598382222,0.9910760598382222,0.9910760598382222,ask_color
10,2,8,0.8896068787530589,0.9070517849117263,0.8993274735325683,0.8812908992306927,1.0,0.9709505944546686,ask_position
4,2,2,0.0,0.7862213093609107,0.8245516392221166,0.0,1.0,0.8112781244591328,ask_size
3,1,2,0.5724323121438427,0.87017333192826,0.87017333192826,0.9182958340544896,0.9182958340544896,0.9182958340544896,ask_any
2,1,1,0.0,0.9499011703918125,0.0,0.0,1.0,0.0,ask_position
8,5,3,0.9842490013691216,0.8442982566433546,0.9362654231590914,1.0,1.0,0.954434002924965,ask_color
4,3,1,0.7620162030659168,0.937722790252965,0.6627945180603758,0.8112781244591328,1.0,0.8112781244591328,ask_position
8,4,4,0.7326962204363059,0.9927056131307685,0.9927056131307685,0.8112781244591328,1.0,1.0,ask_any
8,4,4,0.9122535016386419,1.004545947933556,0.9474891958967644,0.954434002924965,1.0,0.954434002924965,ask_position
7,1,6,0.7075372166062883,0.9921463418694556,0.9903692230450565,0.9852281360342515,0.9852281360342515,0.9852281360342515,ask_position
8,4,4,0.9162710142349466,0.9345903537680396,0.9322073331674279,1.0,1.0,0.954434002924965,ask_position
5,3,2,0.8329726751408515,0.8511160693872,0.6767293588072523,0.9709505944546686,0.9709505944546686,0.7219280948873623,ask_position
10,5,5,0.0,0.9735469227036888,0.9197299611285437,0.0,1.0,0.9709505944546686,ask_position
8,2,6,0.9997450584557903,0.9952146644128566,0.9954873861054225,1.0,1.0,1.0,ask_color
